사업장명,인허가일자,상세영업상태명,소재지전화,도로명주소,지번주소,위도,경도,업태구분명,의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용명,데이터기준일자
바른이안치과교정과치과의원,2020-09-29,영업중,063-225-8522,"전라북도 전주시 완산구 용머리로 38, 5층 (효자동1가)",전라북도 전주시 완산구 효자동1가 428-11,35.80588039,127.1144805,치과의원,치과의원,1,0,0,256,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과,2022-06-30
바른이치과의원,2014-10-17,영업중,063-244-9119,"전라북도 전주시 덕진구 건산로 274, 3층 (인후동1가, 지문빌딩)",전라북도 전주시 덕진구 인후동1가 847-10,35.83536905,127.1669327,치과의원,치과의원,1,0,0,150.11,치과,2022-06-30
바른정한의원,2020-06-04,영업중,063-221-0345,전라북도 전주시 완산구 효천천변길 24 (효자동2가),전라북도 전주시 완산구 효자동2가 1359-6,35.8018138,127.1021823,한의원,한의원,1,0,0,198.34,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
바른턱코앞구강내과치과의원,2005-08-01,영업중,,"전라북도 전주시 덕진구 백제대로 563, 302호 (금암동, 코앞빌딩)",전라북도 전주시 덕진구 금암동 668-3,35.84092501,127.1311983,치과의원,치과의원,2,0,0,155.73,구강내과,2022-06-30
바른한의원,2020-12-21,영업중,063-278-1000,"전라북도 전주시 덕진구 세병남로 39, 청동빌딩 3층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1326-11,35.87327776,127.1277996,한의원,한의원,1,8,10,331.27,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
바른해나무한의원,2018-11-20,영업중,063-283-9997,"전라북도 전주시 완산구 안행로 185, 2층 (중화산동1가)",전라북도 전주시 완산구 중화산동1가 258-4,35.81238163,127.1310834,한의원,한의원,1,0,0,170.1,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
바름한의원,2015-04-16,영업중,063-223-2884,"전라북도 전주시 완산구 홍산로 238, 2층 (효자동2가)",전라북도 전주시 완산구 효자동2가 1154-3,35.8148784,127.1064483,한의원,한의원,4,16,16,850.18,한방내과+한방소아과+한방신경정신과+한방재활의학과+사상체질과,2022-06-30
박달나무한의원,2005-11-11,영업중,063-271-1075,"전라북도 전주시 완산구 온고을로 26, 403호 (서신동, 트윈폴리스)",전라북도 전주시 완산구 서신동 970-2,35.8342007,127.1201013,한의원,한의원,1,6,26,485.14,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
박병암이비인후과의원,1999-09-04,영업중,063-242-0550,전라북도 전주시 덕진구 건산로 232 (인후동1가),전라북도 전주시 덕진구 인후동1가 845-1,35.83407222,127.1627322,의원,의원,1,0,0,139.05,이비인후과,2022-06-30
박상배내과의원,1992-05-01,영업중,063-254-2018,전라북도 전주시 덕진구 송천중앙로 157 (송천동1가),전라북도 전주시 덕진구 송천동1가 113-9,35.86094288,127.1210743,의원,의원,1,0,0,344.69,내과,2022-06-30
박앤박치과의원,2015-07-07,영업중,063-241-2119,전라북도 전주시 덕진구 안전로 195 (장동),전라북도 전주시 덕진구 장동 1069-3,35.8413218,127.05795,치과의원,치과의원,2,0,0,257.18,구강악안면외과+치과보철과+치과교정과+소아치과+구강내과+예방치과,2022-06-30
박용현내과의원,2007-06-26,영업중,063-251-7582,"전라북도 전주시 완산구 서신로 107, 2층 (서신동)",전라북도 전주시 완산구 서신동 963-4,35.83496666,127.1156268,의원,의원,2,0,0,168,내과,2022-06-30
박운교성형외과의원,1995-10-20,영업중,063-282-2001,전라북도 전주시 완산구 팔달로 200 (경원동3가),전라북도 전주시 완산구 경원동3가 50-4,35.82018639,127.1465924,의원,의원,1,0,0,245,성형외과,2022-06-30
박은재내과의원,1982-06-17,영업중,063-254-1225,전라북도 전주시 완산구 태평5길 18 (서노송동),전라북도 전주시 완산구 서노송동 639-13,35.82351303,127.14406,의원,의원,1,0,0,177.02,내과,2022-06-30
박의원,2017-10-11,영업중,063-224-2148,전라북도 전주시 완산구 효자로 177 (효자동3가),전라북도 전주시 완산구 효자동3가 1699-7,35.81937707,127.1047737,의원,의원,1,0,0,214.12,내과+마취통증의학과,2022-06-30
박이비인후과의원,1990-03-06,영업중,063-229-5075,전라북도 전주시 완산구 소대배기로 22 (평화동2가),전라북도 전주시 완산구 평화동2가 892-2,35.78691455,127.1326425,의원,의원,1,0,0,0,이비인후과,2022-06-30
박정형외과의원,1991-09-30,영업중,063-276-2727,전라북도 전주시 덕진구 송천중앙로 161 (송천동1가),전라북도 전주시 덕진구 송천동1가 486-56,35.86137011,127.1211266,의원,의원,1,0,0,0,정형외과,2022-06-30
박찬정형외과의원,2022-04-18,영업중,063-223-9998,"전라북도 전주시 완산구 효천중앙로 57, 304-306호 (효자동2가)",전라북도 전주시 완산구 효자동2가 1377,35.79937512,127.1080597,의원,의원,1,0,0,319.93,외과+정형외과+신경외과+마취통증의학과+재활의학과,2022-06-30
박천길한의원,2016-11-02,영업중,,전라북도 전주시 덕진구 석소로 86 (우아동2가),전라북도 전주시 덕진구 우아동2가 563,35.83469674,127.1676871,한의원,한의원,2,0,0,180.4,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
박천수정형외과의원,1987-11-17,영업중,063-250-0700,전라북도 전주시 완산구 온고을로 66 (서신동),전라북도 전주시 완산구 서신동 962-3,35.8342176,127.1155508,의원,의원,6,11,29,1787.49,내과+정형외과+신경외과+비뇨의학과+재활의학과+가정의학과,2022-06-30
박한의원,2001-09-05,영업중,063-272-6108,전라북도 전주시 완산구 당산로 36 (서신동),전라북도 전주시 완산구 서신동 797,35.83200747,127.1122984,한의원,한의원,1,0,0,179.61,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
박현배치과의원,2010-01-25,영업중,063-225-2275,전라북도 전주시 완산구 백제대로 277 (중화산동2가),전라북도 전주시 완산구 중화산동2가 595-9,35.81807295,127.1225007,치과의원,치과의원,1,0,0,229.18,치과,2022-06-30
반석치과의원,1996-08-01,영업중,063-277-2822,전라북도 전주시 덕진구 기린대로 436 (금암동),전라북도 전주시 덕진구 금암동 709-27,35.84016809,127.1291607,치과의원,치과의원,1,0,0,176.7,예방치과,2022-06-30
밝은미래치과의원,2010-04-01,영업중,063-241-7528,"전라북도 전주시 덕진구 호성3길 22, 3층 (호성동1가)",전라북도 전주시 덕진구 호성동1가 587-36,35.86066623,127.1503267,치과의원,치과의원,1,0,0,162,치과,2022-06-30
밝은미소치과의원,1998-02-25,영업중,063-229-2879,전라북도 전주시 완산구 호암로 59 (효자동2가),전라북도 전주시 완산구 효자동2가 1317-1,35.80947212,127.1010871,치과의원,치과의원,1,0,0,129.5,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+예방치과,2022-06-30
밝은산부인과의원,2003-12-05,영업중,063-252-1260,"전라북도 전주시 완산구 당산로 54, 5층 (서신동)",전라북도 전주시 완산구 서신동 796-5,35.83199509,127.1140538,의원,의원,1,0,0,0,산부인과+가정의학과,2022-06-30
밝은안과의원,2003-05-09,영업중,063-226-7575,전라북도 전주시 완산구 용머리로 62 (효자동1가),전라북도 전주시 완산구 효자동1가 288-5,35.80633056,127.1170206,의원,의원,1,1,1,271.75,안과,2022-06-30
밝은한빛안과의원,2010-07-14,영업중,063-222-7891,"전라북도 전주시 완산구 백제대로 259, 3층 (중화산동2가)",전라북도 전주시 완산구 중화산동2가 629-5,35.81622969,127.1225886,의원,의원,1,0,0,155.74,안과,2022-06-30
배철정신건강의학과의원,1988-04-25,영업중,063-277-3332,"전라북도 전주시 덕진구 사평로 38, 2층 (덕진동1가)",전라북도 전주시 덕진구 덕진동1가 1408-5,35.84086924,127.1212266,의원,의원,2,0,0,316.08,신경과+정신건강의학과,2022-06-30
백두산한의원,1996-02-12,영업중,063-277-9595,전라북도 전주시 덕진구 송천4길 56-12 (송천동1가),전라북도 전주시 덕진구 송천동1가 596-27,35.8622841,127.1152359,한의원,한의원,1,0,0,180,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
백산의원,2013-02-22,영업중,063-227-2588,전라북도 전주시 완산구 모악로 4764 (평화동1가),전라북도 전주시 완산구 평화동1가 731-7,35.79449805,127.1327328,의원,의원,1,0,0,134.33,내과+정형외과+마취통증의학과+소아청소년과+가정의학과,2022-06-30
백산한의원,2013-02-19,영업중,063-227-2588,전라북도 전주시 완산구 모악로 4764 (평화동1가),전라북도 전주시 완산구 평화동1가 731-7,35.79449805,127.1327328,한의원,한의원,1,0,0,172.82,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+침구과,2022-06-30
백세한의원,2016-05-10,영업중,063-262-9090,전라북도 전주시 완산구 장승배기로 62-4 (삼천동1가),전라북도 전주시 완산구 삼천동1가 277-2,35.79209257,127.1196848,한의원,한의원,1,0,0,134.37,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
백수진미의원,2007-12-11,영업중,063-287-7865,전라북도 전주시 완산구 충경로 44 (중앙동2가),전라북도 전주시 완산구 중앙동2가 10,35.81755172,127.1440658,의원,의원,1,0,0,176.41,내과+신경과+정형외과+이비인후과+피부과+비뇨의학과+가정의학과,2022-06-30
백인숙산부인과의원,2003-07-08,영업중,063-271-3500,"전라북도 전주시 덕진구 송천중앙로 177, 2층 (송천동1가)",전라북도 전주시 덕진구 송천동1가 486-16,35.86279147,127.1213142,의원,의원,1,0,0,247.25,산부인과+피부과,2022-06-30
백제치과의원,2020-10-19,영업중,063-278-2800,"전라북도 전주시 완산구 당산로 96, 3층 (서신동)",전라북도 전주시 완산구 서신동 792,35.83196446,127.118786,치과의원,치과의원,1,0,0,312.85,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과+통합치의학과,2022-06-30
백치과의원,1992-10-30,영업중,063-241-2484,"전라북도 전주시 덕진구 소리로 192, 2층 (호성동1가, 호성상가)",전라북도 전주시 덕진구 호성동1가 794-8,35.85788922,127.1530252,치과의원,치과의원,1,0,0,81.6,구강악안면외과+치과보철과+소아치과+치주과+치과보존과+구강내과,2022-06-30
베델소아청소년과의원,1999-11-13,영업중,063-273-7600,전라북도 전주시 완산구 세내로 540 (효자동3가),전라북도 전주시 완산구 효자동3가 1456-6,35.8338605,127.1001063,의원,의원,4,0,0,109.54,소아청소년과,2022-06-30
베스트e치과의원,2006-06-28,영업중,063-275-9500,"전라북도 전주시 완산구 서신로 114, 2층 (서신동)",전라북도 전주시 완산구 서신동 964-1,35.83538202,127.1161186,치과의원,치과의원,1,0,0,142.22,예방치과,2022-06-30
베스트마디의원,2021-08-02,영업중,063-283-1007,"전라북도 전주시 완산구 팔달로 262-6, 세이브존 4층 (서노송동)",전라북도 전주시 완산구 서노송동 686-21,35.82556307,127.1446993,의원,의원,2,0,0,375.35,정형외과+신경외과+마취통증의학과+재활의학과,2022-06-30
베스트이비인후과의원,2014-11-13,영업중,063-717-7575,전라북도 전주시 완산구 쑥고개로 317 (효자동2가),전라북도 전주시 완산구 효자동2가 1214-5,35.80255339,127.0999067,의원,의원,3,9,15,843.6,성형외과+마취통증의학과+이비인후과,2022-06-30
보가치과의원,2005-05-03,영업중,063-255-7528,"전라북도 전주시 완산구 온고을로 28, 2,6층 201,602호 (서신동, 호진빌딩)",전라북도 전주시 완산구 서신동 970-1,35.83421397,127.1198111,치과의원,치과의원,8,0,0,948.29,예방치과+치과,2022-06-30
보람외과의원,2000-05-22,영업중,063-286-2222,"전라북도 전주시 완산구 모악로 4746, 106호 (평화동1가)",전라북도 전주시 완산구 평화동1가 736-3,35.7929159,127.1323047,의원,의원,1,0,0,212,외과,2022-06-30
보화당한의원,1996-04-03,영업중,063-284-5384,전라북도 전주시 완산구 전라감영로 32 (다가동1가),전라북도 전주시 완산구 다가동1가 1-1,35.81491172,127.1428824,한의원,한의원,1,0,0,297,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
복음연합내과의원,2001-02-10,영업중,"063-273-7502, 063-273-7503",전라북도 전주시 완산구 당산로 96 (서신동),전라북도 전주시 완산구 서신동 792,35.83196446,127.118786,의원,의원,7,0,0,836.1,내과,2022-06-30
복정형외과의원,2016-11-15,영업중,063-241-0900,"전라북도 전주시 덕진구 편운로 6, 2층 (동산동)",전라북도 전주시 덕진구 동산동 701,35.87082881,127.0770367,의원,의원,2,1,2,217.5,정형외과+신경외과+마취통증의학과+소아청소년과+재활의학과+가정의학과,2022-06-30
복지의원,1974-01-16,영업중,063-251-9988,전라북도 전주시 덕진구 안덕원로 106 (진북동),전라북도 전주시 덕진구 진북동 359-9,35.82960061,127.1414577,의원,의원,4,0,0,0,내과+외과+피부과,2022-06-30
본수호한의원,2020-11-03,영업중,063-222-7579,"전라북도 전주시 덕진구 기지로 78, 9층 901호 (중동)",전라북도 전주시 덕진구 중동 775-1,35.83809409,127.0605693,한의원,한의원,4,0,0,350.31,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+침구과,2022-06-30
